"protein","organism","source","abbrv","chains","Ala","Cys","Asp","Glu","Phe","Gly","His","Ile","Lys","Leu","Met","Asn","Pro","Gln","Arg","Ser","Thr","Val","Trp","Tyr"
"ALDH2","HUMAN",NA,"P05091",1,55,9,28,27,25,48,6,25,29,37,10,21,25,26,25,23,28,46,7,17
"ALDOA","HUMAN",NA,"P04075",1,42,8,14,24,8,30,9,20,26,34,4,14,19,17,15,20,22,22,3,13
"ALDOB","HUMAN",NA,"P05062",1,44,9,13,23,10,29,9,19,24,33,7,17,13,22,14,21,21,22,3,11
"ALDOC","HUMAN",NA,"P09972",1,43,7,18,25,9,31,7,20,21,31,4,14,19,15,20,19,18,27,3,13
"ALDR","HUMAN",NA,"P15121",1,19,7,15,23,11,16,9,18,25,34,6,15,20,13,11,17,15,25,6,11
"ALEX","HUMAN",NA,"P84996",1,60,9,15,21,6,34,11,13,19,67,11,5,112,42,67,69,39,11,11,4
"ALG11","HUMAN",NA,"Q2TAA5",1,25,14,16,26,30,36,13,31,29,59,11,23,20,17,22,32,18,43,7,20
"ALG12","HUMAN",NA,"Q9BV10",1,43,7,10,13,23,32,17,15,13,86,11,14,25,15,27,27,26,50,13,21
"ALG13","HUMAN",NA,"Q9NP73",1,69,31,45,68,35,79,36,36,57,81,30,51,118,56,43,104,53,70,6,69
"ALG14","HUMAN",NA,"Q96F25",1,13,5,8,8,6,11,6,18,9,26,6,5,11,3,13,21,10,24,4,9
"ALG1L","HUMAN",NA,"Q6GMV1",1,7,8,10,14,11,11,5,2,7,28,8,6,11,9,8,17,5,15,5,0
"ALG1","HUMAN",NA,"Q9BT22",1,29,14,20,26,21,30,18,11,18,74,13,15,25,18,26,30,16,37,12,11
"ALG2","HUMAN",NA,"Q9H553",1,30,12,23,29,22,24,11,15,23,52,7,7,21,13,27,26,16,38,5,15
"ALG3","HUMAN",NA,"Q92685",1,35,13,7,11,32,26,15,18,11,79,8,10,22,18,26,25,23,27,14,18
"ALG5","HUMAN",NA,"Q9Y673",1,30,4,14,21,19,18,5,17,26,36,10,7,12,13,19,19,16,21,8,9
"ALG6","HUMAN",NA,"Q9Y672",1,22,21,15,16,46,19,8,35,31,83,13,14,22,16,12,42,24,38,11,19
"ALG8","HUMAN",NA,"Q9BVK2",1,34,13,11,15,47,26,15,32,30,88,10,14,27,12,14,38,29,34,14,23
"ALG9","HUMAN",NA,"Q9H6U8",1,51,14,18,26,44,35,16,29,25,81,13,17,37,15,31,44,28,34,15,38
"ALKB1","HUMAN",NA,"Q13686",1,32,7,22,25,19,26,11,12,22,37,10,13,25,18,23,31,13,22,7,14
"ALKB2","HUMAN",NA,"Q6NS38",1,17,3,12,18,12,25,11,8,17,23,3,6,16,7,24,16,14,19,4,6
"ALKB3","HUMAN",NA,"Q96Q83",1,16,4,14,24,7,14,11,12,15,19,4,9,25,14,26,14,19,19,9,11
"ALKB4","HUMAN",NA,"Q9NXW9",1,25,12,12,28,12,23,5,10,9,33,5,3,23,11,29,20,10,20,7,5
"ALKB5","HUMAN",NA,"Q6P6C2",1,42,12,23,34,22,30,12,23,25,33,4,11,29,16,39,43,9,29,6,16
"ALKB6","HUMAN",NA,"Q3KRA9",1,18,2,10,15,5,16,5,6,6,31,3,6,32,8,22,13,10,18,3,9
"ALKB7","HUMAN",NA,"Q9BT30",1,17,3,7,21,7,21,6,10,3,27,3,0,16,6,24,22,8,11,4,5
"ALKB8","HUMAN",NA,"Q96BT7",1,29,15,34,48,21,44,21,32,45,56,13,28,34,33,41,59,28,51,8,24
"ALK","HUMAN",NA,"Q9UM73",1,111,39,59,102,52,164,40,66,68,164,41,65,126,63,86,140,74,90,33,37
"ALLC","HUMAN",NA,"Q8N6M5",1,31,7,27,28,22,34,9,26,22,36,7,14,29,10,26,21,22,23,10,6
"ALM1L","HUMAN",NA,"Q96L16",1,7,0,8,14,7,15,7,9,22,22,8,5,16,12,21,12,9,8,7,1
"ALMS1","HUMAN",NA,"Q8TCU4",1,229,42,209,339,128,196,143,179,276,315,38,134,320,259,176,523,300,246,24,91
"ALO17","HUMAN",NA,"Q9HCF4",1,100,36,90,129,58,84,48,66,110,184,28,43,69,90,65,125,75,90,26,34
"ALPK1","HUMAN",NA,"Q96QP1",1,74,25,63,95,43,79,40,51,74,123,15,60,60,70,55,123,67,76,20,31
"ALPK2","HUMAN",NA,"Q86TB3",1,146,53,106,213,63,150,58,87,139,153,31,85,131,118,85,248,138,112,15,39
"ALPK3","HUMAN",NA,"Q96L96",1,180,40,64,153,31,222,25,44,90,144,26,26,180,117,130,174,126,90,19,26
"ALR","HUMAN",NA,"P55789",1,21,10,20,12,10,13,7,1,9,13,5,4,14,8,24,10,11,5,5,3
"ALS2","HUMAN",NA,"Q96Q42",1,103,32,75,117,58,130,39,63,88,189,29,49,85,76,77,154,101,107,28,57
"ALS","HUMAN",NA,"P35858",1,55,13,26,33,23,55,15,8,10,134,2,34,36,23,44,38,17,23,9,7
"ALX1","HUMAN",NA,"Q15699",1,21,6,13,23,15,17,12,6,19,24,10,17,16,16,22,36,22,17,4,10
"ALX3","HUMAN",NA,"O95076",1,28,6,12,19,12,34,12,5,16,30,4,8,55,12,20,29,14,12,4,11
"ALX4","HUMAN",NA,"Q9H161",1,46,7,16,22,14,33,9,3,20,27,8,11,41,32,22,45,20,18,4,13
"AMAC1","HUMAN",NA,"Q8N808",1,33,13,7,9,10,34,7,15,3,59,3,5,24,10,12,30,16,32,5,11
"AMACR","HUMAN",NA,"Q9UHK6",1,29,6,21,27,20,35,5,18,21,43,11,11,21,13,26,26,14,22,4,9
"AMBN","HUMAN",NA,"Q9NP70",1,37,1,21,27,20,38,11,9,15,49,25,13,65,29,11,33,20,11,3,9
"AMBP","HUMAN",NA,"P02760",1,21,16,12,28,14,36,4,15,18,27,10,14,18,13,19,20,25,22,5,15
"AMCL1","HUMAN",NA,"P0C7Q5",1,26,14,7,8,10,36,10,16,4,59,5,7,24,9,10,29,19,32,4,9
"AMCL2","HUMAN",NA,"Q96KT7",1,29,15,5,10,9,40,8,14,4,62,4,6,23,9,10,28,17,30,5,10
"AMCL3","HUMAN",NA,"P0C7Q6",1,31,13,7,9,8,37,9,15,4,58,3,6,27,9,8,31,13,33,5,12
"AMD","HUMAN",NA,"P19021",1,50,15,56,65,50,78,35,46,54,76,25,35,64,34,47,77,47,82,10,27
"AMELX","HUMAN",NA,"Q99217",1,7,1,3,5,4,8,14,8,3,16,11,2,49,24,2,6,8,9,4,7
"AMELY","HUMAN",NA,"Q99218",1,11,1,4,5,5,8,14,9,3,20,9,4,42,27,5,9,8,12,4,6
"AMER1","HUMAN",NA,"Q9Y4X0",1,19,14,9,15,11,45,11,11,15,30,6,8,22,9,19,41,21,11,3,13
"AMERL","HUMAN",NA,"Q6DCA0",1,15,10,12,15,12,24,10,11,18,30,4,14,24,9,20,27,25,15,3,12
"AMFR1","HUMAN",NA,"P26442",1,29,12,11,13,9,27,4,12,11,38,3,6,28,11,23,41,19,17,6,3
"AMFR2","HUMAN",NA,"Q9UKV5",1,48,14,27,45,32,29,22,24,13,81,21,23,33,32,46,51,32,46,11,13
"AMGO1","HUMAN",NA,"Q86WK6",1,22,15,27,22,17,26,18,10,22,79,10,29,28,23,20,45,26,33,7,14
"AMGO2","HUMAN",NA,"Q86SJ2",1,30,17,25,18,27,29,15,24,26,66,12,33,23,12,26,52,29,40,4,14
"AMGO3","HUMAN",NA,"Q86WK7",1,47,18,19,23,20,38,25,6,7,90,4,20,33,16,38,37,19,29,5,10
"AMHR2","HUMAN",NA,"Q16671",1,48,25,26,34,15,45,13,18,7,80,7,9,61,32,40,41,27,21,13,11
"AMN1","HUMAN",NA,"Q8IY45",1,14,15,14,10,4,13,8,18,16,38,5,12,11,10,11,22,12,19,2,4
"AMNLS","HUMAN",NA,"Q9BXJ7",1,64,13,25,23,19,46,12,4,4,57,4,8,32,12,35,30,12,42,8,3
"AMOL1","HUMAN",NA,"Q8IY63",1,86,6,31,94,18,55,36,25,57,82,26,30,66,73,61,88,53,40,6,23
"AMOL2","HUMAN",NA,"Q9Y2J4",1,92,4,26,76,7,52,24,14,24,85,13,12,51,79,75,70,36,25,2,12
"AMOT","HUMAN",NA,"Q4VCS5",1,139,8,29,87,12,50,37,31,50,86,26,36,100,100,65,92,58,53,2,23
"AMP1D","HUMAN",NA,"Q6UB28",1,22,7,18,18,13,25,23,26,12,23,4,13,19,14,17,27,16,27,3,8
"AMPB","HUMAN",NA,"Q9H4A4",1,62,12,30,47,39,47,15,22,31,68,11,20,50,25,30,38,27,38,13,25
"AMPD1","HUMAN",NA,"P23109",1,44,12,44,53,45,29,25,37,56,68,26,37,42,27,34,50,37,39,6,36
"AMPD2","HUMAN",NA,"Q01433",1,59,14,42,75,37,43,34,30,41,99,25,28,60,38,67,64,32,52,6,33
"AMPD3","HUMAN",NA,"Q01432",1,48,9,41,58,35,28,29,31,51,83,24,31,54,33,41,54,37,33,6,41
"AMPE","HUMAN",NA,"Q07075",1,58,9,51,68,41,50,17,45,53,92,20,57,46,39,41,74,63,64,26,43
"AMPH","HUMAN",NA,"P49418",1,68,3,41,83,24,38,11,21,43,56,10,17,61,37,25,47,48,44,7,11
"AMPL","HUMAN",NA,"P28838",1,59,7,27,31,20,45,8,25,36,49,14,24,24,16,24,32,27,34,7,10
"AMPM1","HUMAN",NA,"P53582",1,26,16,21,25,11,30,16,20,22,26,9,12,21,14,22,22,25,27,6,15
"AMPM2","HUMAN",NA,"P50579",1,37,15,39,42,11,42,11,25,44,29,9,17,23,12,25,22,28,28,4,15
"AMPN","HUMAN",NA,"P15144",1,70,7,48,61,42,46,17,49,45,95,19,71,46,40,40,78,64,64,25,40
"AMPO","HUMAN",NA,"Q8N6M6",1,58,26,39,70,37,39,26,30,36,81,21,23,40,45,54,61,46,50,17,20
"AMPQ","HUMAN",NA,"Q6Q4G3",1,60,10,50,66,42,38,21,62,48,125,19,59,53,32,43,71,63,64,27,37
"AMRA1","HUMAN",NA,"Q9C0C7",1,90,15,45,86,33,98,39,42,12,118,23,56,100,72,113,165,84,61,18,28
"AMRP","HUMAN",NA,"P30533",1,21,0,19,43,8,21,19,11,34,53,2,11,12,12,31,25,10,13,6,6
"AMTN","HUMAN",NA,"Q6UX39",1,16,1,7,5,6,22,6,11,2,31,3,7,24,19,4,15,23,7,0,0
"AMY1","HUMAN",NA,"P04745",1,27,12,35,20,29,52,12,28,24,27,11,41,22,12,28,33,23,35,19,21
"AMY2B","HUMAN",NA,"P19961",1,28,11,34,19,30,51,12,28,23,28,11,43,23,14,28,32,22,36,18,20
"AMYP","HUMAN",NA,"P04746",1,28,12,34,19,30,51,11,29,23,28,10,42,23,14,28,32,22,36,18,21
"AMZ1","HUMAN",NA,"Q400G9",1,50,20,27,35,22,31,12,9,15,67,6,4,38,22,36,46,19,22,10,7
"AMZ2","HUMAN",NA,"Q86W34",1,17,10,18,22,18,19,13,26,27,34,5,13,20,14,16,31,17,18,7,15
"AN13A","HUMAN",NA,"Q8IZ07",1,35,7,34,62,23,27,15,26,28,62,13,28,22,29,35,40,39,40,11,14
"AN13B","HUMAN",NA,"Q86YJ7",1,43,8,27,53,18,42,15,23,25,64,12,19,40,34,51,48,43,38,9,14
"AN13C","HUMAN",NA,"Q8N6S4",1,38,7,28,44,26,32,19,29,36,57,10,23,33,19,31,40,27,27,5,10
"AN13D","HUMAN",NA,"Q6ZTN6",1,35,5,20,51,20,26,12,16,15,54,11,14,41,32,38,43,32,35,9,9
"AN18A","HUMAN",NA,"Q8IVF6",1,66,18,45,122,25,25,29,49,109,123,26,67,16,51,61,53,42,41,3,21
"AN18B","HUMAN",NA,"A2A2Z9",1,66,17,48,123,25,25,31,51,118,126,31,66,16,50,60,53,39,39,4,23
"AN20B","HUMAN",NA,"Q5CZ79",1,60,16,44,88,15,31,26,41,97,75,13,41,20,51,44,54,40,47,2,18
"AN30A","HUMAN",NA,"Q9BXX3",1,103,30,64,168,27,36,40,66,161,119,35,66,65,83,49,107,73,71,11,23
"AN30B","HUMAN",NA,"Q9BXX2",1,92,29,74,171,40,54,28,52,166,143,28,77,64,84,56,105,105,71,10,28
"AN32A","HUMAN",NA,"P39687",1,5,2,32,57,4,17,2,5,16,32,2,16,7,3,11,12,8,12,0,6
"AN32B","HUMAN",NA,"Q92688",1,6,3,38,56,7,16,2,6,17,33,3,13,7,2,10,11,7,11,0,3
"AN32C","HUMAN",NA,"O43423",1,6,3,22,52,4,19,5,6,15,32,2,12,5,4,9,14,6,10,1,7
"AN32D","HUMAN",NA,"O95626",1,3,2,5,16,3,6,2,7,12,27,2,15,4,1,3,10,7,4,1,1
"AN32E","HUMAN",NA,"Q9BTT0",1,8,4,31,71,5,18,0,9,14,34,4,17,6,5,8,14,6,8,0,6
"AN33B","HUMAN",NA,"A6NCL7",1,57,10,23,44,10,39,7,9,19,37,9,9,47,20,51,27,26,36,5,9
"AN34A","HUMAN",NA,"Q69YU3",1,44,5,20,32,6,53,12,10,15,56,7,8,71,18,47,42,26,16,2,6
"AN34B","HUMAN",NA,"A5PLL1",1,31,10,27,31,10,26,16,27,40,59,10,24,37,25,19,58,29,24,2,9
"AN34C","HUMAN",NA,"P0C6C1",1,36,7,37,25,7,31,13,23,42,64,8,19,45,15,33,65,27,23,4,6
"AN36A","HUMAN",NA,"A6QL64",1,128,32,126,179,30,81,31,101,234,163,27,82,68,113,102,191,119,98,5,31
"AN36B","HUMAN",NA,"Q8N2N9",1,86,27,82,125,18,51,28,71,161,130,22,61,30,95,78,112,79,69,2,26
"AN36C","HUMAN",NA,"Q5JPF3",1,118,31,117,172,30,66,30,91,205,155,23,74,58,112,90,170,113,91,4,28
"ANAG","HUMAN",NA,"P54802",1,95,8,27,40,34,61,14,17,12,87,13,23,44,35,48,48,29,52,26,30
"ANC2","HUMAN",NA,"Q9UJX6",1,56,15,50,77,27,42,12,30,29,109,19,15,39,41,70,62,34,58,14,23
"ANDR","HUMAN",NA,"P10275",1,81,27,37,55,28,97,19,23,40,87,22,20,74,69,41,81,37,40,8,33
"ANFB","HUMAN",NA,"P16860",1,6,2,3,8,3,14,5,2,6,20,4,1,9,8,13,16,6,6,1,1
"ANFC","HUMAN",NA,"P23582",1,15,3,5,5,1,17,2,1,13,20,2,3,10,4,10,8,3,2,1,1
"ANFY1","HUMAN",NA,"Q9P2R3",1,125,28,66,73,33,66,44,51,52,155,25,69,39,57,53,74,59,71,11,18
"ANF","HUMAN",NA,"P01160",1,13,2,8,9,6,12,1,1,4,22,5,6,12,5,13,17,6,7,2,2
"ANGE1","HUMAN",NA,"Q9UNK9",1,49,24,34,57,26,43,15,20,14,89,17,19,49,37,37,47,25,34,15,19
"ANGE2","HUMAN",NA,"Q5VTE6",1,21,20,27,32,21,30,24,25,29,57,8,25,34,22,33,52,19,32,11,22
"ANGI","HUMAN",NA,"P03950",1,6,6,6,4,6,12,6,7,7,14,3,9,10,6,13,9,9,9,1,4
"ANGL1","HUMAN",NA,"O95841",1,17,8,28,30,17,36,11,26,33,45,17,31,23,26,29,28,26,27,11,22
"ANGL2","HUMAN",NA,"Q9UKU9",1,23,9,21,35,12,34,15,19,23,50,10,31,27,32,33,27,26,27,14,25
"ANGL3","HUMAN",NA,"Q9Y5C1",1,9,4,22,41,18,23,15,31,38,48,5,32,19,27,19,38,25,19,9,18
"ANGL4","HUMAN",NA,"Q9BY76",1,35,7,19,19,14,34,18,8,16,47,7,10,23,36,29,32,18,19,10,5
"ANGL5","HUMAN",NA,"Q86XS5",1,13,14,28,20,19,27,11,19,26,33,13,26,11,14,17,33,21,23,7,13
"ANGL6","HUMAN",NA,"Q8NI99",1,56,7,20,27,10,51,17,3,9,53,6,7,31,31,43,27,15,28,14,15
"ANGL7","HUMAN",NA,"O43827",1,17,9,19,22,11,22,9,12,25,34,9,22,10,18,18,28,15,18,10,18
"ANGP1","HUMAN",NA,"Q15389",1,21,10,20,40,18,35,17,24,32,52,17,37,11,37,22,27,34,16,8,20
"ANGP2","HUMAN",NA,"O15123",1,21,9,25,37,16,27,8,27,37,45,17,37,10,39,14,39,33,25,10,20
"ANGP4","HUMAN",NA,"Q9Y264",1,37,9,17,28,11,30,14,12,23,69,13,25,15,55,32,42,26,24,8,13
"ANGT","HUMAN",NA,"P01019",1,50,5,25,22,22,28,14,14,21,69,12,15,25,30,17,32,31,38,7,8
"ANK1","HUMAN",NA,"P16157",1,164,21,101,146,41,123,72,73,88,205,36,88,99,89,99,132,116,143,13,32
"ANK2","HUMAN",NA,"Q01484",1,259,44,238,419,88,210,112,151,276,308,65,108,249,176,168,416,305,267,10,55
"ANK3","HUMAN",NA,"Q12955",1,299,40,248,360,118,230,119,184,367,334,86,165,274,191,177,483,329,279,16,78
"ANKAR","HUMAN",NA,"Q7Z5J8",1,106,33,61,85,64,64,32,122,97,161,31,76,57,70,60,100,71,79,11,54
"ANKF1","HUMAN",NA,"Q8N957",1,40,16,28,48,29,28,23,37,38,87,23,38,30,52,47,72,52,40,12,23
"ANKH1","HUMAN",NA,"Q8IWZ3",1,239,35,126,161,61,195,73,88,124,232,49,125,178,127,88,257,181,167,10,26
"ANKH","HUMAN",NA,"Q9HCJ1",1,49,9,18,22,27,29,13,35,23,56,18,14,23,4,19,31,31,47,7,17
"ANKK1","HUMAN",NA,"Q8NFD2",1,79,14,39,44,19,48,31,32,38,103,21,25,41,39,39,50,27,47,13,16
"ANKL1","HUMAN",NA,"Q8NAG6",1,61,15,33,33,10,50,23,12,8,70,3,7,51,30,52,37,31,34,9,6
"ANKL2","HUMAN",NA,"Q86XL3",1,82,15,52,76,28,60,22,25,55,93,13,33,74,29,69,81,42,51,11,27
"ANKR1","HUMAN",NA,"Q15327",1,27,5,18,34,7,16,9,15,35,41,7,14,11,8,17,10,16,19,3,7
"ANKR2","HUMAN",NA,"Q9GZV1",1,40,3,25,35,5,26,15,12,24,43,9,9,17,17,24,11,18,21,4,2
"ANKR5","HUMAN",NA,"Q9NU02",1,71,13,49,54,31,54,21,49,69,73,16,42,35,15,41,37,35,41,6,24
"ANKR6","HUMAN",NA,"Q9Y2G4",1,81,15,31,51,8,38,27,17,55,71,9,34,34,52,52,54,45,42,3,8
"ANKR7","HUMAN",NA,"Q92527",1,17,7,15,14,7,11,7,10,27,35,5,17,8,13,11,12,8,18,1,11
"ANKR9","HUMAN",NA,"Q96BM1",1,47,6,15,16,11,32,7,3,4,49,3,1,28,11,36,16,8,12,5,7
"ANKS3","HUMAN",NA,"Q6ZW76",1,66,16,31,60,11,45,16,19,25,73,15,15,36,39,44,63,26,33,8,15
"ANKS6","HUMAN",NA,"Q68DC2",1,89,5,47,48,19,83,31,17,42,95,16,30,69,32,50,85,48,51,8,6
"ANKY1","HUMAN",NA,"Q9P2S6",1,57,29,51,63,42,71,27,35,51,111,24,26,61,36,53,73,46,41,12,32
"ANKY2","HUMAN",NA,"Q8IV38",1,29,18,21,42,12,28,13,23,41,41,14,21,17,22,13,20,24,30,2,10
"ANKZ1","HUMAN",NA,"Q9H8Y5",1,78,12,37,63,24,48,18,10,33,79,5,13,50,48,74,54,34,28,6,12
"ANLN","HUMAN",NA,"Q9NQW6",1,74,24,58,90,28,46,11,48,92,96,18,51,65,59,64,140,79,60,9,12
"ANM10","HUMAN",NA,"Q6P2P2",1,61,19,42,72,29,46,25,53,47,95,24,29,35,36,29,66,40,61,11,25
"ANM1","HUMAN",NA,"Q99873",1,20,10,27,27,18,17,9,22,27,27,12,14,12,7,14,20,23,31,5,19
"ANM2","HUMAN",NA,"P55345",1,30,10,27,33,18,26,14,18,20,41,10,7,22,23,18,27,28,35,13,13
"ANM3","HUMAN",NA,"O60678",1,32,12,38,42,25,28,17,30,42,47,14,18,19,15,14,41,31,40,5,21
"ANM5","HUMAN",NA,"O14744",1,42,12,30,47,31,33,18,33,29,61,14,31,44,26,36,42,31,41,14,22
"ANM6","HUMAN",NA,"Q96LA8",1,30,6,17,39,12,36,9,11,13,40,9,4,16,18,30,24,14,29,8,10
"ANM7","HUMAN",NA,"Q9NVM4",1,50,22,45,51,27,35,29,27,25,61,19,16,47,29,39,46,30,58,17,19
"ANM8","HUMAN",NA,"Q9NR22",1,21,10,25,27,19,18,12,23,33,26,16,15,18,10,16,25,22,34,5,19
"ANO10","HUMAN",NA,"Q9NW15",1,47,9,23,49,42,28,9,41,44,91,21,27,24,24,28,36,30,43,11,33
"ANO1","HUMAN",NA,"Q5XXA6",1,62,18,51,68,52,48,25,68,73,88,32,39,49,27,60,55,44,66,15,46
"ANO2","HUMAN",NA,"Q9NQ90",1,66,14,47,76,60,65,22,62,60,94,27,41,53,41,52,74,43,54,14,38
"ANO3","HUMAN",NA,"Q9BYT9",1,56,19,39,60,63,48,24,77,63,91,30,48,43,36,53,69,43,43,25,51
"ANO4","HUMAN",NA,"Q32M45",1,58,20,42,68,60,52,23,68,53,89,26,42,43,32,65,54,39,53,22,46
"ANO5","HUMAN",NA,"Q75V66",1,48,13,38,69,70,35,18,58,54,90,27,37,41,33,47,60,53,55,18,49
"ANO6","HUMAN",NA,"Q4KMQ2",1,46,19,41,61,57,43,18,78,59,80,24,45,42,35,46,47,47,57,19,46
"ANO7","HUMAN",NA,"Q6IWH7",1,96,21,41,51,55,54,22,33,34,108,16,26,50,38,64,56,42,68,26,32
"ANO8","HUMAN",NA,"Q9HCE9",1,114,22,44,123,52,115,23,34,43,129,20,20,109,54,99,79,42,63,20,27
"ANO9","HUMAN",NA,"A1A5B4",1,52,16,30,51,52,38,22,45,31,87,25,21,36,29,56,43,43,63,17,25
"ANPRA","HUMAN",NA,"P16066",1,80,17,53,74,45,83,25,38,37,141,21,37,54,37,79,62,54,74,16,34
"ANPRB","HUMAN",NA,"P20594",1,86,15,54,65,46,83,27,49,39,127,23,39,55,38,72,60,51,67,15,36
"ANPRC","HUMAN",NA,"P17342",1,45,6,29,40,25,55,16,24,23,53,14,14,18,16,36,41,22,38,6,20
"ANR10","HUMAN",NA,"Q9NXR5",1,39,14,20,24,14,40,22,14,11,41,5,25,19,17,15,41,25,23,4,7
"ANR11","HUMAN",NA,"Q6UB99",1,211,33,215,284,66,134,60,56,323,186,31,60,213,90,165,259,101,110,16,50
"ANR12","HUMAN",NA,"Q6UB98",1,76,27,143,225,52,53,60,86,263,159,36,97,109,92,91,247,111,89,7,39
"ANR16","HUMAN",NA,"Q6P6B7",1,46,13,24,19,3,30,19,11,16,49,8,8,12,15,25,16,19,17,4,7
"ANR17","HUMAN",NA,"O75179",1,269,33,101,167,40,201,70,99,127,224,55,124,202,123,105,272,186,165,10,30
"ANR19","HUMAN",NA,"Q9H560",1,24,6,13,15,9,10,14,19,12,35,4,18,3,15,23,14,10,11,1,8
"ANR22","HUMAN",NA,"Q5VYY1",1,15,7,9,9,7,9,4,12,13,26,6,11,5,8,12,9,7,12,2,8
"ANR23","HUMAN",NA,"Q86SG2",1,30,5,17,20,6,22,15,7,21,39,3,11,16,15,27,9,10,23,5,4
"ANR24","HUMAN",NA,"Q8TF21",1,172,17,42,155,8,80,23,22,42,126,22,19,45,85,94,65,61,57,2,9
"ANR26","HUMAN",NA,"Q9UPS8",1,90,21,100,211,28,55,38,63,182,188,46,115,40,123,82,137,74,82,4,30
"ANR27","HUMAN",NA,"Q96NW4",1,82,32,54,75,34,52,39,39,64,122,17,42,49,58,54,94,45,67,5,26
"ANR28","HUMAN",NA,"O15084",1,126,31,67,54,23,75,49,43,48,133,20,71,39,29,38,78,61,70,5,26
"ANR29","HUMAN",NA,"Q8N6D5",1,40,3,16,12,10,27,8,9,16,45,6,15,7,11,20,15,17,17,2,5
"ANR31","HUMAN",NA,"Q8N7Z5",1,98,37,112,166,44,79,60,93,159,188,33,123,83,99,75,189,93,91,12,39
"ANR32","HUMAN",NA,"Q9BQI6",1,53,26,43,85,44,53,39,61,105,128,27,47,32,42,39,86,47,56,15,30
"ANR33","HUMAN",NA,"Q7Z3H0",1,31,6,13,14,6,23,7,3,6,36,5,5,19,19,15,18,18,21,3,4
"ANR35","HUMAN",NA,"Q8N283",1,123,16,35,118,6,70,22,20,59,128,13,24,41,80,74,73,31,47,12,9
"ANR37","HUMAN",NA,"Q7Z713",1,16,10,11,7,3,11,4,3,11,23,2,7,8,9,4,11,7,9,2,0
"ANR39","HUMAN",NA,"Q53RE8",1,22,9,14,7,2,15,11,5,6,23,3,4,9,7,12,16,7,6,1,4
"ANR40","HUMAN",NA,"Q6AI12",1,23,7,21,31,15,18,3,11,17,41,7,20,37,22,21,25,18,22,2,7
"ANR42","HUMAN",NA,"Q8N9B4",1,37,10,31,21,13,30,19,18,23,36,9,20,11,15,19,23,17,24,7,6
"ANR43","HUMAN",NA,"Q2M3V2",1,75,3,22,29,13,52,12,3,18,66,6,4,75,16,51,45,20,32,3,4
"ANR44","HUMAN",NA,"Q8N8A2",1,118,32,62,61,20,65,52,47,52,123,14,66,30,28,38,49,51,63,6,16
"ANR45","HUMAN",NA,"Q5TZF3",1,26,5,15,40,8,12,5,9,17,30,5,11,10,15,13,16,20,16,4,5
"ANR46","HUMAN",NA,"Q86W74",1,15,4,13,12,11,18,7,12,7,33,3,12,4,13,17,18,12,14,2,5
"ANR49","HUMAN",NA,"Q8WVL7",1,16,2,19,23,5,12,11,8,13,30,3,15,8,10,12,14,17,10,5,6
"ANR50","HUMAN",NA,"Q9ULJ7",1,131,34,73,85,32,105,55,55,67,167,26,67,51,84,66,125,71,92,18,25
"ANR52","HUMAN",NA,"Q8NB46",1,144,32,62,55,25,79,52,31,39,151,17,52,42,27,51,69,60,60,5,23
"ANR53","HUMAN",NA,"Q8N9V6",1,49,8,27,22,17,27,21,16,30,49,14,18,47,28,38,36,34,26,11,12
"ANR54","HUMAN",NA,"Q6NXT1",1,35,7,23,20,5,27,12,6,9,40,5,8,13,17,26,17,14,13,1,2
"ANR55","HUMAN",NA,"Q3KP44",1,46,14,38,33,14,28,27,23,30,64,13,36,40,36,37,56,35,28,6,9
"ANR56","HUMAN",NA,"A6NEL2",1,90,10,34,51,14,65,22,12,38,80,1,16,78,38,71,82,23,42,16,10
"ANR57","HUMAN",NA,"Q53LP3",1,55,5,27,42,11,67,23,10,23,47,5,9,44,13,41,46,15,29,7,6
"ANR58","HUMAN",NA,"A6NJG2",1,47,4,10,22,5,33,14,4,5,39,5,5,18,7,34,27,14,11,7,4
"ANR60","HUMAN",NA,"Q9BZ19",1,39,8,19,17,9,34,16,11,11,38,11,7,15,10,33,23,15,20,5,4
"ANR61","HUMAN",NA,"A6NGH8",1,36,13,12,17,4,24,14,30,18,57,11,29,19,16,23,27,32,18,3,15
"ANR62","HUMAN",NA,"A6NC57",1,52,23,57,100,16,28,21,42,87,97,27,58,9,67,61,66,41,40,4,21
"ANRA2","HUMAN",NA,"Q9H9E1",1,20,6,17,22,7,21,11,16,15,34,10,19,14,15,7,26,20,23,2,8
"ANRE","HUMAN",NA,"P61109",1,5,1,10,9,8,5,0,7,5,13,3,7,6,4,1,13,12,10,0,2
"ANS1A","HUMAN",NA,"Q92625",1,89,17,68,80,19,87,43,40,66,118,19,35,74,55,56,121,58,58,8,23
"ANS1B","HUMAN",NA,"Q7Z6G8",1,73,22,64,96,28,77,46,68,76,118,22,68,78,50,56,120,82,65,11,29
"ANS4B","HUMAN",NA,"Q8N8V4",1,36,6,32,44,17,31,10,17,29,48,9,21,21,23,27,42,19,18,6,4
"ANT3","HUMAN",NA,"P01008",1,31,8,24,38,27,21,5,24,37,45,13,24,21,13,23,35,26,32,5,12
"ANTR1","HUMAN",NA,"Q9H6X2",1,39,12,24,38,22,40,11,33,28,50,10,21,59,18,35,39,25,32,9,19
"ANTR2","HUMAN",NA,"P58335",1,30,11,15,39,14,42,2,33,30,52,7,12,37,19,25,39,22,38,11,11
